id,year,CACODE,candi_number,name_chi,alias_chi,name_eng,alias_eng,gender,age,estimated_birth,occupation,win_or_not,uncontested_or_not,political_affiliation,camp,votes,percentage
1961_陳笑權,1999,P10,,陳笑權,,,,男,38,1961,行政經理,Y,,,建,597,70
1957_邱榮光,1999,P10,,邱榮光,,,,男,42,1957,環保顧問,N,,自由黨,建,242,28.4
1956_胡命華,1999,P11,,胡命華,胡樹華,,,男,43,1956,助理主任,N,,,其他,865,23.9
1967_李志成,1999,P11,,李志成,,,,男,32,1967,社會工作者,Y,,民主黨,泛,1277,35.4
1943_李自雄,1999,P11,,李自雄,,,,男,56,1943,百貨副總經理,N,,民建聯,建,635,17.6
1956_陳漢雄,1999,P11,,陳漢雄,,,,男,43,1956,產業測量,N,,自由黨,建,811,22.5
1951_胡錦輝,1999,P12,,胡錦輝,,,,男,48,1951,行政經理,Y,,,泛,908,52.5
1955_羅舜泉,1999,P12,,羅舜泉,,,,男,44,1955,電影監製／導演,N,,民主黨,泛,804,46.5
1947_鍾偉強,1999,P13,,鍾偉強,,,,男,52,1947,退休公務員,Y,Uncontested,民建聯,建,,
1976_李偉文,1999,P14,,李偉文,,,,男,23,1976,議員助理,N,,民主黨,泛,1408,42.5
1951_黃容根,1999,P14,,黃容根,,,,男,48,1951,行政人員,Y,,民建聯,建,1886,57
1951_鄭俊和,1999,P15,,鄭俊和,,,,男,48,1951,區議員,Y,Uncontested,,其他,,
1970_黃俊煒,1999,P16,,黃俊煒,,,,男,29,1970,醫院行政主任,Y,,民主黨,泛,1158,53.6
1958_黃世平,1999,P16,,黃世平,,,,男,41,1958,保險業經理,N,,民建聯,建,409,18.9
1954_陸艾齡,1999,P16,,陸艾齡,,,,女,45,1954,護老院集團主席,N,,自由黨,建,577,26.7
1955_文春輝,1999,P17,,文春輝,,,,男,44,1955,行政董事,Y,,,建,786,63.9
1955_郭仲池,1999,P17,,郭仲池,,,,男,44,1955,工程師,N,,自由黨,建,431,35
1943_李煌,1999,P18,,李煌,,,,男,56,1943,退休商人,N,,,其他,584,40.9
1957_陳美德,1999,P18,,陳美德,,,,男,42,1957,商人,Y,,民建聯,建,827,57.9
1949_何大偉,1999,P19,,何大偉,,,,男,50,1949,海產商人,Y,Uncontested,,建,,
1947_何觀順,1999,Q01,,何觀順,,,,男,52,1947,小學校長,N,,,建,1205,38.9
1948_吳仕福,1999,Q01,,吳仕福,,,,男,51,1948,公司行政人員,Y,,港進聯,建,1881,60.7
1947_成盤帶,1999,Q02,,成盤帶,,,,男,52,1947,商人,N,,,建,922,42
1949_邱戊秀,1999,Q02,,邱戊秀,,,,男,50,1949,商人,Y,,港進聯,建,1249,56.9
1952_劉天錫,1999,Q03,,劉天錫,,,,男,47,1952,商人,N,,,建,335,29.6
1936_李金娣,1999,Q03,,李金娣,,,,男,63,1936,商人,N,,,建,34,3
1949_溫悅球,1999,Q03,,溫悅球,,,,男,50,1949,全職議員,Y,,民建聯,建,753,66.7
1949_劉偉章,1999,Q04,,劉偉章,,,,男,50,1949,公司行政人員,N,,,建,820,43.2
1955_溫怡忠,1999,Q04,,溫怡忠,,,,男,44,1955,公司董事,Y,,,建,820,43.2
1954_胡蘭英,1999,Q04,,胡蘭英,,,,女,45,1954,公司董事,N,,,其他,236,12.4
1962_林樂然,1999,Q05,,林樂然,,,,男,37,1962,機艙事務長,N,,民主黨,泛,300,34.4
1940_陸惠民,1999,Q05,,陸惠民,,,,男,59,1940,議員助理,Y,,民建聯,建,570,65.4
1931_邱志雲,1999,Q06,,邱志雲,,,,男,68,1931,全職區議員,Y,Uncontested,民建聯,建,,
1951_李敬忠,1999,Q07,,李敬忠,,,,男,48,1951,小學校長,N,,,建,1015,28.9
1955_雷銘炎,1999,Q07,,雷銘炎,,,,男,44,1955,九巴車長,N,,,其他,298,8.5
1975_佘國雄,1999,Q07,,佘國雄,,,,男,24,1975,大學導師暨研究與技術助理,N,,,泛,359,10.2
1965_石志強,1999,Q07,,石志強,,,,男,34,1965,全職區議員,Y,,民主黨,泛,1819,51.9
1960_麥有傑,1999,Q08,,麥有傑,,,,男,39,1960,大廈管理,N,,,建,1240,47.2
1949_羅祥國,1999,Q08,,羅祥國,,,,男,50,1949,研究總監,Y,,,泛,1359,51.7
1961_黃輝成,1999,Q09,,黃輝成,,,,男,38,1961,保安總經理,N,,,其他,823,25.5
1952_區能發,1999,Q09,,區能發,,,,男,47,1952,全職議員,Y,,,其他,2379,73.9
1942_伍炳耀,1999,Q10,,伍炳耀,,,,男,57,1942,醫藥局職員,Y,,,建,891,38.8
1951_王華強,1999,Q10,,王華強,,,,男,48,1951,旅行社經理,N,,,其他,754,32.8
1945_黃耀榮,1999,Q10,,黃耀榮,,,,男,54,1945,小學校長,N,,民建聯,建,638,27.8
1962_廖廣生,1999,Q11,,廖廣生,,,,男,37,1962,執業會計師,N,,,建,654,28.8
1966_范國威,1999,Q11,,范國威,,,,男,33,1966,黨支部幹事,Y,,民主黨,泛,924,40.7
1953_梁志剛,1999,Q11,,梁志剛,,,,男,46,1953,工會工作者,N,,民建聯,建,679,29.9
1959_林咏然,1999,Q12,,林咏然,,,,男,40,1959,全職議員,Y,,民主黨,泛,1201,35.8
1959_高永聯,1999,Q12,,高永聯,,,,男,40,1959,司機,N,,民協,泛,1081,32.2
1960_祁麗媚,1999,Q12,,祁麗媚,,,,女,39,1960,助理地區統籌主任,N,,民建聯,建,1055,31.4
1947_黃生鑫,1999,Q13,,黃生鑫,,,,男,52,1947,商人,N,,,其他,675,17.9
1946_凌文海,1999,Q13,,凌文海,,,,男,53,1946,全職區議員,Y,,港進聯,建,3067,81.5
1960_田永強,1999,Q14,,田永強,,,,男,39,1960,行政經理,N,,,其他,549,24.5
1954_陳國旗,1999,Q14,,陳國旗,,,,男,45,1954,工程項目經理,Y,,民建聯,建,1670,74.6
1952_溫悅昌,1999,Q15,,溫悅昌,,,,男,47,1952,行政經理,Y,,,建,1542,58.2
1949_黃國桐,1999,Q15,,黃國桐,,,,男,50,1949,律師,N,,民協,泛,1092,41.2
1961_周賢明,1999,Q16,,周賢明,,,,男,38,1961,社會服務協調主任,Y,Uncontested,,泛,,
1967_黃鶴明,1999,Q17,,黃鶴明,,,,男,32,1967,策劃總監,N,,,其他,298,10.1
1950_袁雨田,1999,Q17,,袁雨田,,,,男,49,1950,社區工作者,N,,,其他,627,21.4
1947_楊位鐵,1999,Q17,,楊位鐵,,,,男,52,1947,議員助理,N,,民主黨,泛,920,31.4
1947_黃慶華,1999,Q17,,黃慶華,,,,男,52,1947,旅遊從業員,Y,,民建聯,建,1079,36.8
1960_李繼雄,1999,R01,,李繼雄,,,,男,39,1960,財務策劃顧問,N,,民主黨,泛,869,36
1947_江活潮,1999,R01,,江活潮,,,,男,52,1947,教師,Y,,民建聯,建,1532,63.5
1950_簡松年,1999,R02,,簡松年,,,,男,49,1950,律師,Y,Uncontested,,其他,,
1967_李躍輝,1999,R03,,李躍輝,,,,男,32,1967,醫生,Y,,,建,2282,52.2
1957_余倩雯,1999,R03,,余倩雯,,,,女,42,1957,社區工作者,N,,民建聯,建,2035,46.5
1938_朱潤林,1999,R04,,朱潤林,,,,男,61,1938,倉務主管,N,,,其他,976,34.2
1939_周嘉強,1999,R04,,周嘉強,,,,男,60,1939,退休校長,Y,,,其他,1858,65.1
1956_黃嘉榮,1999,R05,,黃嘉榮,,,,男,43,1956,中學教師,N,,公民力量,建,995,43.6
1953_劉帶生,1999,R05,,劉帶生,,,,男,46,1953,行政經理,Y,,民主黨,泛,1262,55.4
1958_蔣德明,1999,R06,,蔣德明,,,,男,41,1958,資訊科技技術員,N,,公民力量,建,1200,48.2
1953_梁志偉,1999,R06,,梁志偉,,,,男,46,1953,物業管理顧問,Y,,自由黨,建,1256,50.4
1944_梁炳華,1999,R07,,梁炳華,,,,男,55,1944,保險,N,,,其他,332,9.6
1947_戴國均,1999,R07,,戴國均,,,,男,52,1947,業務經理,N,,,其他,1083,31.3
1951_楊倩紅,1999,R07,,楊倩紅,,,,女,48,1951,秘書,Y,,公民力量,建,2016,58.2
1954_何淑儀,1999,R08,,何淑儀,,,,女,45,1954,行政經理,N,,,其他,967,20.1
1954_陳國添,1999,R08,,陳國添,,,,男,45,1954,行政人員,Y,,公民力量,建,3794,79
1955_林康華,1999,R09,,林康華,,,,男,44,1955,電訊技術主任,Y,Uncontested,公民力量,建,,
1957_劉江華,1999,R10,,劉江華,,,,男,42,1957,全職議員,Y,Uncontested,民建聯,建,,
1950_許毓鴻,1999,R11,,許毓鴻,,,,男,49,1950,公司董事,N,,,建,253,8.2
1950_李錦明,1999,R11,,李錦明,,,,男,49,1950,全職議員,Y,,公民力量,建,2020,65.6
1961_溫耀宗,1999,R11,,溫耀宗,,,,男,38,1961,社區工作者,N,,民主黨,泛,784,25.4
1959_梁永雄,1999,R12,,梁永雄,,,,男,40,1959,運輸業,Y,,民主黨,泛,1658,56.9
1939_陳啟庸,1999,R12,,陳啟庸,,,,男,60,1939,全職議員,N,,港進聯,建,1241,42.6
1955_李源錦,1999,R13,,李源錦,,,,男,44,1955,九巴車長,N,,,其他,741,36.5
1955_袁貴才,1999,R13,,袁貴才,,,,男,44,1955,全職區議員,Y,,民建聯,建,1247,61.5
1962_倫國輝,1999,R14,,倫國輝,,,,男,37,1962,行政管理,N,,,其他,441,24.6
1955_鄧永昌,1999,R14,,鄧永昌,,,,男,44,1955,證券從業員,Y,,公民力量,建,1330,74.3
1953_彭長緯,1999,R15,,彭長緯,,,,男,46,1953,全職議員,Y,Uncontested,民建聯,建,,
1960_李浩輝,1999,R16,,李浩輝,,,,男,39,1960,電腦統籌經理,N,,,其他,727,48.7
1960_廖韻兒,1999,R16,,廖韻兒,,,,女,39,1960,保險從業員,Y,,公民力量,建,753,50.4
1959_衛慶祥,1999,R17,,衛慶祥,,,,男,40,1959,市務發展總監,N,,民主黨,泛,503,46.4
1977_張瑞鋒,1999,R17,,張瑞鋒,,,,男,22,1977,助理工程師,Y,,民建聯,建,573,52.9
1963_關天賜,1999,R18,,關天賜,,,,男,36,1963,專業旅遊顧問,N,,,其他,208,6.6
1960_楊祥利,1999,R18,,楊祥利,,,,男,39,1960,社區工作者,Y,,民建聯,建,1793,57.2
1943_李寶明,1999,R18,,李寶明,,,,男,56,1943,商人／大學顧問,N,,港進聯,建,1074,34.3
1961_何淑萍,1999,R19,,何淑萍,,,,女,38,1961,全職議員,N,,民主黨,泛,1648,46.6
1976_陳克勤,1999,R19,,陳克勤,,,,男,23,1976,社區工作者,Y,,民建聯,建,1875,53
1962_李子榮,1999,R20,,李子榮,,,,男,37,1962,中學教師,Y,,,建,888,41
1961_李盤勝,1999,R20,,李盤勝,,,,男,38,1961,教師,N,,前綫,泛,562,25.9
1960_陳竟明,1999,R20,,陳竟明,,,,男,39,1960,大學副教授,N,,民主黨,泛,702,32.4
1947_蔡亞仲,1999,R21,,蔡亞仲,蔡文仲,,,男,52,1947,行政人員,Y,,公民力量,建,2080,72.9
1964_馬兆堅,1999,R21,,馬兆堅,,,,男,35,1964,註冊保險顧問,N,,前綫,泛,747,26.2
1960_羅光強,1999,R22,,羅光強,,,,男,39,1960,機械工程顧問,Y,,,建,1857,62.7
1961_張家強,1999,R22,,張家強,,,,男,38,1961,執業會計師,N,,,其他,644,21.7
1965_黃冠雄,1999,R22,,黃冠雄,,,,男,34,1965,地區幹事,N,,前綫,泛,444,15
1957_黃國雄,1999,R23,,黃國雄,,,,男,42,1957,經理,Y,,前綫,泛,1392,49.8
1953_董惠明,1999,R23,,董惠明,,,,男,46,1953,全職區議員,N,,民建聯,建,1373,49.1
1954_鄭景鴻,1999,R24,,鄭景鴻,,,,男,45,1954,大學行政人員,N,,前綫,泛,1041,28.7
1948_黃戊娣,1999,R24,,黃戊娣,,,,女,51,1948,全職區議員,Y,,民建聯,建,2551,70.4
1940_陳道煬,1999,R25,,陳道煬,,,,男,59,1940,董事／經理,N,,,泛,436,15.8
1955_蔡笑興,1999,R25,,蔡笑興,,,,女,44,1955,中心主任,N,,,建,879,31.9
1942_鄭則文,1999,R25,,鄭則文,,,,男,57,1942,退休公務員,Y,,前綫,泛,1418,51.6
1960_王昌年,1999,R26,,王昌年,,,,男,39,1960,建造經理,N,,民主黨,泛,932,28.2
1948_何秀武,1999,R26,,何秀武,,,,男,51,1948,行政董事,Y,,港進聯,建,2351,71.2
1951_黃日新,1999,R27,,黃日新,,,,男,48,1951,行政經理,N,,民主黨,泛,657,38.3
1947_梁國顯,1999,R27,,梁國顯,,,,男,52,1947,行政經理,Y,,港進聯,建,1030,60.1
1962_周偉東,1999,R28,,周偉東,,,,男,37,1962,全職議員,N,,民主黨,泛,1225,47.8
1947_鄭楚光,1999,R28,,鄭楚光,,,,男,52,1947,駕駛教師,Y,,民建聯,建,1320,51.5
1976_何民傑,1999,R29,,何民傑,,,,男,23,1976,議員助理,N,,,其他,793,29.9
1951_易順娥,1999,R29,,易順娥,,,,女,48,1951,社區幹事,Y,,,泛,984,37.2
1954_李有成,1999,R29,,李有成,,,,男,45,1954,公司董事,N,,民建聯,建,852,32.2
1950_梁志堅,1999,R30,,梁志堅,,,,男,49,1950,行政人員,Y,Uncontested,公民力量,建,,
1952_馮麗娟,1999,R31,,馮麗娟,,,,女,47,1952,社區事務主任,N,,公民力量,建,1272,39.3
1958_程張迎,1999,R31,,程張迎,,,,男,41,1958,中學教師,Y,,民主黨,泛,1950,60.2
1954_韋國洪,1999,R32,,韋國洪,,,,男,45,1954,全職議員,Y,,公民力量,建,2210,71.1
1951_楊玉娟,1999,R32,,楊玉娟,,,,女,48,1951,議員地區幹事,N,,前綫,泛,876,28.1
1957_許惠玲,1999,R33,,許惠玲,,,,女,42,1957,業務主任,N,,,其他,498,12.6
1955_莫偉雄,1999,R33,,莫偉雄,,,,男,44,1955,全職區議員,Y,,前綫,泛,1735,44.2
1953_陳小珠,1999,R33,,陳小珠,,,,女,46,1953,社區工作者,N,,民建聯,建,1679,42.7
1952_何厚祥,1999,R34,,何厚祥,,,,男,47,1952,中學教師,Y,Uncontested,公民力量,建,,
1929_蔡根培,1999,R35,,蔡根培,,,,男,70,1929,商人,Y,Uncontested,港進聯,建,,
1950_黃澤標,1999,R36,,黃澤標,,,,男,49,1950,行政人員,Y,,公民力量,建,1963,75.2
1960_姜為明,1999,R36,,姜為明,,,,男,39,1960,物料管理主任,N,,自由黨,建,614,23.5
1965_梁志成,1999,S01,,梁志成,,,,男,34,1965,列車車長,Y,Uncontested,街工,泛,,
1955_梁廣昌,1999,S02,,梁廣昌,,,,男,44,1955,全職議員,Y,,,泛,2012,81.9
1963_梁玉鳳,1999,S02,,梁玉鳳,,,,女,36,1963,義務組織者,N,,,泛,442,18
1972_許祺祥,1999,S03,,許祺祥,,,,男,27,1972,營業經理,Y,,民主黨,泛,1694,58.8
1937_何良,1999,S03,,何良,,,,男,62,1937,社區工作者,N,,民建聯,建,1173,40.7
1956_黃炳權,1999,S04,,黃炳權,,,,男,43,1956,行政主任,Y,,民主黨,泛,1917,53.4
1960_黃錦輝,1999,S04,,黃錦輝,,,,男,39,1960,電力工程師,N,,民建聯,建,1662,46.3
1951_林玉駒,1999,S05,,林玉駒,林駒,,,男,48,1951,教車師傅,N,,,其他,76,3.4
1976_周立仁,1999,S05,,周立仁,,,,男,23,1976,社區幹事,Y,,民主黨,泛,944,42.8
1956_甘浩階,1999,S05,,甘浩階,,,,男,43,1956,勞工服務,N,,民建聯,建,763,34.6
1941_鍾孝平,1999,S05,,鍾孝平,,,,男,58,1941,工場管理人員,N,,街工,泛,410,18.6
1941_盧銳銓,1999,S06,,盧銳銓,,,,男,58,1941,貿易經理,N,,,其他,935,37.8
1967_李志輝,1999,S06,,李志輝,,,,男,32,1967,社工,Y,,民主黨,泛,1524,61.6
1965_梁永權,1999,S07,,梁永權,,,,男,34,1965,全職區議員,Y,,民主黨,泛,2642,51.4
1957_歐陽寶珍,1999,S07,,歐陽寶珍,,,,女,42,1957,全職議員,N,,民建聯,建,2464,47.9
1956_黎少棠,1999,S08,,黎少棠,,,,男,43,1956,旅行社總監,Y,Uncontested,,其他,,
1937_李新賀,1999,S09,,李新賀,,,,男,62,1937,營業經理,N,,,其他,566,22.8
1951_梁國安,1999,S09,,梁國安,,,,男,48,1951,資深分行經理,N,,,建,483,19.5
1971_林紹輝,1999,S09,,林紹輝,,,,男,28,1971,儀器技術員,Y,,民主黨,泛,1422,57.4
1967_徐生雄,1999,S10,,徐生雄,,,,男,32,1967,營業經理,Y,Uncontested,民主黨,泛,,
1969_陳勇,1999,S11,,陳勇,,,,男,30,1969,社工,N,,民建聯,建,1785,38.1
1953_梁耀忠,1999,S11,,梁耀忠,,,,男,46,1953,中學教師,Y,,街工,泛,2885,61.5
1960_單仲偕,1999,S12,,單仲偕,,,,男,39,1960,銀行資訊科技副經理,Y,Uncontested,民主黨,泛,,
1946_盧慧蘭,1999,S13,,盧慧蘭,,,,女,53,1946,全職區議員,Y,Uncontested,,其他,,
1958_黃耀聰,1999,S14,,黃耀聰,,,,男,41,1958,全職議員,Y,,,其他,1433,72.4
1953_程樂蓀,1999,S14,,程樂蓀,,,,男,46,1953,註冊保健員,N,,,其他,537,27.1
1967_吳劍昇,1999,S15,,吳劍昇,,,,男,32,1967,教師,Y,,民主黨,泛,762,54.3
1941_張彼得,1999,S15,,張彼得,張帆,,,男,58,1941,藝員／作家,N,,民建聯,建,634,45.2
1957_周奕希,1999,S16,,周奕希,,,,男,42,1957,全職議員,Y,Uncontested,民主黨,泛,,
1946_黃寶山,1999,S17,,黃寶山,,,,男,53,1946,旅遊業從業員,N,,,泛,1357,42
1954_陸景城,1999,S17,,陸景城,,,,男,45,1954,營業經理,Y,,,泛,1842,57
1952_譚惠珍,1999,S18,,譚惠珍,,,,女,47,1952,全職議員,Y,,,其他,1336,46.1
1954_鍾箭彪,1999,S18,,鍾箭彪,,,,男,45,1954,運輸從業員,N,,,泛,622,21.4
1960_劉碧堅,1999,S18,,劉碧堅,,,,男,39,1960,技術員,N,,民主黨,泛,931,32.1
1971_麥美娟,1999,S19,,麥美娟,,,,女,28,1971,行政秘書,Y,,,建,1306,46.5
1962_何佩賢,1999,S19,,何佩賢,,,,女,37,1962,行政總監,N,,,其他,556,19.8
1952_黃光武,1999,S19,,黃光武,,,,男,47,1952,倉務總管,N,,民主黨,泛,535,19
1960_鄧育財,1999,S19,,鄧育財,,,,男,39,1960,行政人員,N,,青居聯,建,392,13.9
1956_陳笑文,1999,S20,,陳笑文,,,,男,43,1956,全職區議員,Y,,,其他,2590,81.9
1959_黎德成,1999,S20,,黎德成,,,,男,40,1959,社區工作者,N,,民建聯,建,556,17.5
1961_蘇德華,1999,S21,,蘇德華,,,,男,38,1961,保險顧問,N,,,其他,391,38.7
1959_羅競成,1999,S21,,羅競成,,,,男,40,1959,社區工作者,Y,,民建聯,建,611,60.5
1954_李志強,1999,S22,,李志強,,,,男,45,1954,儲運經理,Y,,,建,2438,74.6
1959_姚卓華,1999,S22,,姚卓華,,,,男,40,1959,旅遊公司經理,N,,民主黨,泛,801,24.5
1953_丁衍華,1999,S23,,丁衍華,,,,男,46,1953,全職議員,Y,,,泛,1949,69.5
1956_李美英,1999,S23,,李美英,,,,女,43,1956,全職義工,N,,,其他,328,11.7
1953_梁金華,1999,S23,,梁金華,,,,男,46,1953,社團幹事,N,,,其他,374,13.3
1952_蔡強,1999,S23,,蔡強,,,,男,47,1952,散工,N,,,其他,139,4.9
1962_卓彩鳳,1999,S24,,卓彩鳳,,,,女,37,1962,全職區議員,N,,,泛,1172,34.7
1950_梁偉文,1999,S24,,梁偉文,,,,男,49,1950,行政人員,Y,,民建聯,建,2183,64.6
1947_區長華,1999,S25,,區長華,,,,男,52,1947,青年工作員,Y,Uncontested,民協,泛,,
1955_雷可畏,1999,S26,,雷可畏,,,,男,44,1955,董事／經理,Y,,,其他,1571,52.1
1960_陳偉文,1999,S26,,陳偉文,,,,男,39,1960,模型製作,N,,民主黨,泛,1421,47.2
1953_潘小屏,1999,S27,,潘小屏,,,,女,46,1953,託管中心主任,Y,,,其他,1446,47.5
1958_何潤卿,1999,S27,,何潤卿,,,,女,41,1958,行政幹事,N,,民主黨,泛,701,23
1952_趙德誠,1999,S27,,趙德誠,,,,男,47,1952,管理人員,N,,民協,泛,885,29
1947_趙華勝,1999,S28,,趙華勝,,,,男,52,1947,全職議員,Y,,,其他,2272,70.1
1958_梁家全,1999,S28,,梁家全,,,,男,41,1958,運輸司機,N,,,其他,956,29.5
1937_張志榮,1999,T01,,張志榮,,,,男,62,1937,社區工作者,N,,,建,1467,47.2
1956_崔佩文,1999,T01,,崔佩文,,,,女,43,1956,公司董事,Y,,,其他,1614,51.9
1953_謝偉明,1999,T02,,謝偉明,,,,男,46,1953,地區總幹事,N,,民主黨,泛,1195,47.1
1951_周轉香,1999,T02,,周轉香,,,,女,48,1951,全職區議員,Y,,民建聯,建,1331,52.5
1952_容詠嫦,1999,T03,,容詠嫦,,,,女,47,1952,執業會計師,Y,,,泛,552,63.1
1946_馮可強,1999,T03,,馮可強,,,,男,53,1946,管理顧問,N,,,其他,186,21.2
1964_朱光麗,1999,T03,,朱光麗,,,,女,35,1964,家庭主婦,N,,自由黨,建,134,15.3
1954_馬鎮添,1999,T04,,馬鎮添,,,,男,45,1954,地產代理,N,,,其他,821,37.3
1963_林俊傑,1999,T04,,林俊傑,,,,男,36,1963,營業經理,N,,,其他,334,15.1
1928_黃開榆,1999,T04,,黃開榆,,,,男,71,1928,商人,Y,,,建,1029,46.7
1938_方錦鴻,1999,T05,,方錦鴻,,,,男,61,1938,全職區議員,Y,Uncontested,,建,,
1952_鄺國威,1999,T06,,鄺國威,,,,男,47,1952,助理副總裁,Y,Uncontested,,建,,
1952_李桂珍,1999,T07,,李桂珍,,,,女,47,1952,全職區局議員,Y,Uncontested,民建聯,建,,
1943_阮品強,2003,A01,2,阮品強,,YUEN BUN KEUNG,,男,60,1943,區議員,Y,,民主黨,泛,1481,68.2
1961_李偉強,2003,A01,1,李偉強,,LEE WAI KEUNG,SIMON,男,42,1961,營業總經理,N,,民建聯,建,650,29.9
1966_張翼雄,2003,A02,1,張翼雄,,CHEUNG YICK HUNG JACKIE,,男,37,1966,張翼雄律師行首席律師,N,,,建,1186,35.1
1961_郭家麒,2003,A02,2,郭家麒,,KWOK KA KI,,男,42,1961,醫生,Y,,中民力,泛,1624,48.1
1975_莊偉波,2003,A03,2,莊偉波,,CHONG WAI POR,,男,28,1975,分行經理／認可理財分析師,N,,,其他,584,26
1959_鄭麗琼,2003,A03,1,鄭麗琼,,CHENG LAI KING,,女,44,1959,註冊社會工作者,Y,,民主黨,泛,1625,72.3
1960_梁永安,2003,A04,2,梁永安,,LEUNG WING ON LOUIS,,男,43,1960,執業會計師,N,,,建,569,45.1
1965_林文傑,2003,A04,1,林文傑,,LIN MARK,,男,38,1965,律師,Y,,自由黨,建,672,53.2
1949_陳捷貴,2003,A05,0,陳捷貴,,CHAN CHIT KWAI,,男,54,1949,香港大學宿舍經理,Y,Uncontested,,建,,
1956_楊位款,2003,A06,1,楊位款,,YEUNG WAI FOON,,男,47,1956,銀行副經理,Y,,民建聯,建,1241,49.4
1974_莊榮輝,2003,A06,2,莊榮輝,,CHONG WING FAI WINFIELD,,男,29,1974,教育中心校監,N,,獨民派,泛,1234,49.1
1954_何秀蘭,2003,A07,1,何秀蘭,,HO SAU LAN CYD,,女,49,1954,立法會議員,Y,,前綫,泛,1869,50.5
1952_葉國謙,2003,A07,2,葉國謙,,IP KWOK HIM,,男,51,1952,漢華教育機構執行秘書,N,,民建聯,建,1805,48.8
1945_陳特楚,2003,A08,0,陳特楚,,CHAN TAK CHOR,,男,58,1945,公司董事,Y,Uncontested,自由黨,建,,
1961_楊浩然,2003,A09,3,楊浩然,,YEUNG SUI YIN,VICTOR,男,42,1961,律師,Y,,民主黨,泛,1937,44.8
1958_黃哲民,2003,A09,2,黃哲民,,WONG CHIT MAN,,男,45,1958,保險業助理分區經理,N,,民建聯,建,1497,34.6
1970_林其盛,2003,A09,1,林其盛,,LAM KEE SHING,,男,33,1970,公司董事,N,,獨民派,泛,841,19.4
1956_陳財喜,2003,A10,2,陳財喜,,CHAN CHOI HI,,男,47,1956,公司董事,Y,,,建,1676,58.8
1958_黎永權,2003,A10,1,黎永權,,LAI WING KUEN MICHAEL,,男,45,1958,公司董事,N,,獨民派,泛,1146,40.2
1951_陳耀強,2003,A11,2,陳耀強,,CHAN YIU KEUNG,,男,52,1951,行政文員,N,,民建聯,建,1529,46.1
1958_黎國雄,2003,A11,1,黎國雄,,LAI KWOK HUNG,,男,45,1958,大學榮譽講師／教育行政人員,Y,,獨民派,泛,1744,52.6
1960_甘乃威,2003,A12,1,甘乃威,,KAM NAI WAI,,男,43,1960,註冊社會工作者,Y,,民主黨,泛,1756,69.7
1963_趙華娟,2003,A12,2,趙華娟,,CHIU WAH KUEN,,女,40,1963,社區工作者,N,,民建聯,建,729,28.9
1957_何俊麒,2003,A13,2,何俊麒,,HO CHUN KI,FREDERICK,男,46,1957,律師,Y,,民主黨,泛,1348,74
1965_李永輝,2003,A13,1,李永輝,,LEE WING FAI,,男,38,1965,銀行分行主管,N,,民建聯,建,448,24.6
1941_蘇麗容,2003,A14,3,蘇麗容,彭蘇麗容,SO LAI YUNG,PANG SO LAI YUNG,女,62,1941,印刷及茶葉商人,N,,,其他,124,4.7
1973_梁耀祖,2003,A14,2,梁耀祖,,LEUNG YIU CHO HENRY,,男,30,1973,律師,Y,,民主黨,泛,1693,65.1
1963_劉揚勳,2003,A14,1,劉揚勳,,LAU YEUNG FUN,,男,40,1963,銀行助理客戶關係經理,N,,民建聯,建,750,28.8
1961_戴卓賢,2003,A15,1,戴卓賢,,TAI CHEUK YIN LESLIE SPENCER,,男,42,1961,文化出版,Y,,,泛,1327,50.1
1959_溫祖堯,2003,A15,2,溫祖堯,,,,男,44,1959,印刷公司經理,N,,前綫,泛,1254,47.3
1971_鄭其建,2003,B01,2,鄭其建,,CHENG KI KIN,,男,32,1971,地區幹事,Y,,公民起動,泛,1064,59.2
1961_李元剛,2003,B01,1,李元剛,,LEE YUEN KWONG,,男,42,1961,執業會計師,N,,民建聯,建,699,38.9
1980_RABBI IMRAN,2003,B02,2,,,RABBI IMRAN,RICKY,男,23,1980,商人,N,,RP,其他,79,3.3
1975_何穎賢,2003,B02,3,何穎賢,,,,女,28,1975,註冊社工（香港）,N,,公民起動,泛,985,42
1946_鄭琴淵,2003,B02,1,鄭琴淵,,TANG KING YUNG ANNA,,女,57,1946,全職議員,Y,,民建聯,建,1248,53.3
1960_李繼雄,2003,B03,2,李繼雄,,LEE KAI HUNG,,男,43,1960,個人理財策劃師,Y,,,泛,1117,53.4
1954_孫啟昌,2003,B03,1,孫啟昌,,SUEN KAI CHEONG,,男,49,1954,行政經理,N,,民建聯,建,952,45.5
1954_謝永齡,2003,B04,2,謝永齡,,TSE WING LING JOHN,,男,49,1954,教授,Y,,民主黨,泛,1190,54.4
1969_李均頤,2003,B04,1,李均頤,,LEE KWUN YEE KENNY,,女,34,1969,政黨工商專業組統籌主任,N,,民建聯,建,974,44.6
1959_李慶偉,2003,B05,2,李慶偉,,LEE HING WAI BONSON,,男,44,1959,社會工作者,Y,,民主黨,泛,1466,62.9
1950_阮鎮泉,2003,B05,1,阮鎮泉,,YUEN CHUN CHUEN,,男,53,1950,工會工作者,N,,民建聯,建,830,35.6
1947_龐可榮,2003,B06,2,龐可榮,,PONG HO WING,,男,56,1947,牙科醫生,N,,,建,611,32.7
1957_陳耀輝,2003,B06,1,陳耀輝,,CHAN YIU FAI,STEVE,男,46,1957,建築師,Y,,公民起動,泛,1219,65.3
